item_id,audio_scope,tts_system,probe_candidate_id,case_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,requires_transcript_review,reviewed_paraformer_relation,transcript_review_note,asr_text,error
cosyvoice_full_PCP2_0065,full_sentence,CosyVoice-300M-SFT,PCP2_0065,real_news_000013,confirmed masked,cdrd_entity,hyphen_range,2026至2028年,二零二六至二零二八年,二千零二十六至二零二八年,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited year range retains the wrong first-year reading,物 价 暴 涨 超 两 倍 战 略 资 源 话 语 权 凸 显 物 价 二 零 二 五 年 暴 涨 超 百 分 之 两 百 二 十 远 超 同 期 黄 金 表 现 东 大 作 为 全 球 最 大 无 资 源 供 应 国 储 量 占 全 球 百 分 之 五 十 二 产 量 占 百 分 之 八 十 三 话 语 权 突 出 供 给 端 受 开 采 指 标 缩 减 矿 石 品 味 下 降 及 出 口 管 制 政 策 压 制 海 外 短 期 难 以 替 代 需 求 端 芯 能 源 军 工 半 导 体 等 领 域 保 持 强 劲 增 长 光 伏 污 资 和 水 电 工 程 带 来 新 增 量 机 构 预 测 两 千 零 二 十 六 至 二 零 二 八 年 全 球 污 供 需 缺 口 将 持 续 扩 大 至 一 点 九 万 吨 左 右 相 关 屋 企 股 价 已 大 幅 上 涨 张 源 物 业 涨 幅 近 五 倍 需 警 惕 最 高 风 险,
cosyvoice_full_PCP2_0070,full_sentence,CosyVoice-300M-SFT,PCP2_0070,real_news_000006,confirmed masked,cdrd_entity,hyphen_range,2023至2025年,二零二三到二零二五年,二千零二十三到二零二五年,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited year range retains the wrong first-year reading,重 庆 农 商 行 连 续 三 年 减 员 人 均 创 利 破 八 十 七 万 重 庆 农 商 银 行 自 二 零 一 六 年 突 破 一 点 六 万 人 后 持 续 减 员 十 年 间 累 计 减 少 一 千 九 百 七 十 九 人 降 幅 百 分 之 十 二 点 一 八 此 中 两 千 零 二 十 三 至 二 零 二 五 年 连 续 三 年 减 员 与 员 工 数 量 下 降 形 成 鲜 明 对 比 的 是 该 行 人 均 效 能 稳 步 提 升 二 零 二 五 年 人 均 创 收 突 破 两 百 万 元 人 均 创 利 达 到 八 十 七 点 零 六 万 元 十 年 间 分 别 增 长 百 分 之 五 十 点 三 零 和 百 分 之 七 十 六 点 七 七 薪 酬 方 面 该 行 二 零 二 五 年 人 均 税 前 薪 酬 为 二 十 七 点 四 一 万 元 同 比 增 长 百 分 之 二 点 四 七 此 外 该 行 近 三 年 累 计 追 索 扣 回 绩 效 薪 酬 百 二 十 二 点 八 三 万 元,
cosyvoice_full_PCP2_0075,full_sentence,CosyVoice-300M-SFT,PCP2_0075,real_news_000263,confirmed masked,cdrd_entity,hyphen_range,5.5%-7.5%,百分之五点五到百分之七点五,百分之五点五负百分之七点五,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited range retains the negative marker,保 时 捷 公 布 两 千 零 二 十 六 财 年 业 绩 预 警 目 标 保 时 捷 新 任 CEO 洛 明 凯 在 二 零 二 六 年 度 新 闻 发 布 会 上 公 布 换 新 战 略 提 出 更 精 简 更 迅 捷 更 具 魅 力 的 核 心 目 标 两 千 零 二 十 五 财 年 集 团 营 收 三 百 六 十 二 点 七 亿 欧 元 销 售 回 报 率 百 分 之 一 点 一 约 三 十 九 亿 欧 元 特 殊 支 出 导 致 盈 利 下 滑 尽 管 业 绩 承 压 全 年 交 付 新 车 超 二 十 七 点 九 万 辆 纯 电 车 型 占 比 百 分 之 二 十 二 点 二 保 时 捷 预 计 两 千 零 二 十 六 财 年 营 收 三 百 五 十 到 三 百 六 十 亿 欧 元 销 售 回 报 率 百 分 之 五 点 五 百 分 之 负 七 点 五 并 将 推 出 多 款 新 车 型 拓 展 高 利 润 七 分 市 场,
cosyvoice_full_PCP2_0077,full_sentence,CosyVoice-300M-SFT,PCP2_0077,real_news_000399,confirmed masked,cdrd_entity,hyphen_range,3-0,三比零,三减零,三比零,三减零,surface_and_negative,True,wrong_or_noncanonical_form_preserved,audited occurrence is 三减零; 三比零 occurs later,罗 马 社 交 媒 体 回 顾 零 七 到 零 八 赛 季 客 场 三 减 零 胜 帕 尔 玛 托 蒂 参 与 配 合 曼 奇 尼 破 门 罗 马 明 天 将 在 塔 尔 迪 尼 球 场 迎 战 防 守 稳 固 的 帕 尔 马 赛 前 罗 马 官 方 社 交 媒 体 回 顾 了 两 千 零 七 至 二 零 零 八 赛 季 客 场 三 比 零 大 胜 帕 尔 玛 的 经 典 进 球 当 时 托 蒂 参 与 进 攻 配 合 最 终 由 曼 奇 尼 巧 妙 破 门 得 分 罗 马 希 望 从 这 段 历 史 中 汲 取 力 量 攻 破 奎 斯 塔 之 交 的 帕 尔 玛 防 线,
cosyvoice_full_PCP2_0080,full_sentence,CosyVoice-300M-SFT,PCP2_0080,real_news_000291,confirmed masked,cdrd_polyphone,kw_kwh,70kWh,七十千瓦时,七十千瓦h,,七十千瓦h,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,理 想 汽 车 二 零 二 六 年 新 战 略 l 九 升 级 剑 指 高 端 市 场 理 想 汽 车 计 划 二 零 二 六 年 实 现 约 五 十 五 万 辆 销 量 增 长 百 分 之 四 十 新 一 代 l 九 将 成 为 重 点 车 型 尺 寸 更 大 底 盘 升 级 搭 载 七 十 千 瓦 h 以 上 增 程 电 池 纯 电 续 航 超 四 百 公 里 l 九 还 将 首 次 搭 载 自 研 制 驾 芯 片 m 幺 零 零 采 用 大 连 平 后 高 通 新 一 代 车 载 芯 片 理 想 魅 力 纯 电 MUV 也 将 升 级 但 公 司 重 心 仍 在 增 程 市 场 二 零 二 六 年 可 能 只 推 出 一 款 全 新 纯 电 suv,
cosyvoice_full_PCP2_0081,full_sentence,CosyVoice-300M-SFT,PCP2_0081,real_news_000027,confirmed masked,non_cdrd,kw_kwh,200N·m,二百牛米,二百nm,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited unit retains the letters NM,未 来 纯 电 小 车 萤 火 虫 交 付 量 突 破 四 万 台 未 来 纯 电 小 车 翻 翻 萤 火 虫 已 达 成 四 万 台 交 付 该 车 于 二 零 二 五 年 四 月 上 市 官 方 指 导 价 十 一 点 九 八 到 十 二 点 五 八 万 元 萤 火 虫 长 四 千 零 三 毫 米 宽 一 千 七 百 八 十 一 毫 米 高 一 千 五 百 五 十 七 毫 米 轴 距 两 千 六 百 一 十 五 毫 米 配 备 四 十 二 千 瓦 时 电 池 最 大 续 航 四 百 二 十 公 里 最 大 功 率 一 百 零 五 千 瓦 最 大 扭 矩 二 零 零 NM 最 大 车 速 每 小 时 一 百 五 十 公 里 蔚 来 近 期 宣 布 第 百 万 台 量 产 车 下 线 并 制 定 了 二 零 二 六 年 经 营 规 划,
cosyvoice_full_PCP2_0082,full_sentence,CosyVoice-300M-SFT,PCP2_0082,real_news_000299,confirmed masked,non_cdrd,kw_kwh,57.545kWh,五十七点五四五千瓦时,五十七点五四五千瓦h,,五十七点五四五千瓦h,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,比 亚 迪 第 三 代 元 QUS 北 京 车 展 首 发 比 亚 迪 王 朝 网 销 售 事 业 部 总 经 理 陆 天 透 露 第 三 代 元 QUS 将 与 两 千 零 二 十 六 北 京 车 展 全 球 首 发 定 位 原 力 制 驱 闪 充 HUB 新 车 将 搭 载 五 十 七 点 五 四 五 千 瓦 h 和 六 十 八 点 五 四 七 千 瓦 h 两 种 容 量 电 池 包 秀 TC 纯 电 续 航 分 别 为 五 百 四 十 公 里 和 六 百 三 十 公 里 车 身 尺 寸 长 宽 高 为 四 千 六 百 六 十 五 乘 一 千 八 百 九 十 五 乘 以 六 百 七 十 五 毫 米 轴 距 两 千 七 百 七 十 毫 米 搭 载 后 置 单 电 机 系 统 提 供 两 百 千 瓦 和 两 百 四 十 千 瓦 两 种 功 率 有 望 配 备 第 二 代 刀 片 电 池 及 比 亚 迪 闪 充 技 术,
cosyvoice_full_PCP2_0083,full_sentence,CosyVoice-300M-SFT,PCP2_0083,real_news_000096,confirmed masked,non_cdrd,kw_kwh,52.1kWh,五十二点一千瓦时,五十二点一千瓦h,,五十二点一千瓦h,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,质 己 拔 光 图 亮 相 纯 电 续 航 最 高 三 百 三 十 五 公 里 质 己 黑 霸 官 方 图 片 曝 光 定 位 中 大 型 SUV 预 计 二 零 二 六 年 第 一 季 度 首 发 新 车 延 续 家 族 设 计 语 言 配 备 激 光 雷 达 车 身 尺 寸 为 五 千 零 八 十 五 毫 米 握 两 千 毫 米 握 一 千 八 百 一 十 七 毫 米 轴 距 三 千 零 六 十 毫 米 动 力 系 统 采 用 增 程 式 搭 载 一 点 五 t 发 动 机 和 两 百 三 十 千 瓦 电 能 机 电 池 提 供 五 十 二 点 一 千 瓦 h 和 六 十 五 点 九 千 瓦 h 两 种 容 量 纯 电 续 航 最 高 三 百 三 十 五 公 里 新 车 将 提 供 五 座 和 六 座 版 本 多 种 配 置 可 选,
cosyvoice_full_PCP2_0086,full_sentence,CosyVoice-300M-SFT,PCP2_0086,real_news_000366,confirmed masked,non_cdrd,kw_kwh,500Nm,五百牛米,五零零nm,,五零零nm,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,上 汽 奥 迪 e 七 x 新 车 亮 相 矩 形 尾 灯 设 计 抢 眼 上 汽 奥 迪 发 布 新 车 移 民 e 七 x 预 告 展 示 了 矩 形 尾 灯 设 计 这 款 纯 电 SUV 计 划 二 零 二 六 年 北 京 车 展 亮 相 并 上 市 外 观 融 合 奥 迪 品 牌 静 音 和 e 五 spsport back 设 计 言 配 备 备 字 矩 矩 阵 AD 大 灯 车 身 尺 寸 为 五 千 零 四 十 乘 乘 两 千 零 乘 乘 一 百 零 零 毫 毫 米 轴 距 三 千 零 六 毫 毫 米 动 力 面 提 供 供 三 千 千 m 和 五 百 千 瓦 两 种 版 本 峰 值 扭 矩 分 别 为 五 零 零 NM 和 八 零 零 m 具 体 价 格 和 上 市 时 间 a 计 公 布,
cosyvoice_full_PCP2_0088,full_sentence,CosyVoice-300M-SFT,PCP2_0088,real_news_000174,confirmed masked,cdrd_polyphone,kw_kwh,113kWh,一百一十三千瓦时,一百一十三千瓦h,,,no_predefined_form,True,other_no_exact_surface_recovery,unit span is garbled rather than exactly recovered,保 时 捷 韩 国 市 场 战 略 升 级 电 动 车 采 用 本 土 电 芯 保 时 捷 韩 国 公 司 宣 布 其 电 动 车 将 全 面 采 用 韩 国 电 池 企 业 电 芯 该 公 司 二 零 二 五 年 交 付 新 车 一 万 零 七 百 四 十 六 辆 同 比 增 长 约 百 分 之 三 十 韩 国 市 场 已 成 为 保 时 捷 全 球 第 五 大 市 场 目 前 在 售 的 三 款 纯 电 车 型 中 推 看 使 用 LG 能 源 解 决 方 案 电 池 k 安 纯 电 将 搭 载 基 于 LG 电 芯 的 一 百 一 十 三 千 y 质 电 池 模 块 魅 刊 纯 电 二 零 二 六 年 款 已 将 电 池 供 应 商 从 赢 德 时 代 更 换 为 三 星 SDI 保 时 捷 韩 国 计 划 二 零 二 六 年 推 出 多 达 四 款 新 车 型 和 十 个 以 上 配 置 版 本,
cosyvoice_full_PCP2_0091,full_sentence,CosyVoice-300M-SFT,PCP2_0091,real_news_000304,confirmed masked,non_cdrd,kw_kwh,45.06kWh,四十五点零六千瓦时,四十五点零六千瓦h,,四十五点零六千瓦h,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,阿 维 塔 零 六 t 参 数 曝 光 搭 载 华 为 新 一 代 激 光 雷 达 阿 维 塔 零 六 t 车 型 参 数 公 布 车 身 尺 寸 为 四 千 九 百 四 十 毫 米 为 一 千 九 百 六 十 毫 米 个 月 一 千 四 百 七 十 五 毫 米 轴 距 两 千 九 百 四 十 毫 米 该 车 搭 载 华 为 新 一 代 激 光 雷 达 全 系 标 配 分 布 式 左 右 双 驱 技 术 纯 电 版 提 供 四 驱 三 电 机 和 后 驱 双 电 机 两 种 配 置 电 池 方 面 增 程 版 标 配 四 十 五 点 零 六 千 瓦 h 电 池 纯 电 版 新 增 八 十 九 点 三 三 千 瓦 h 电 池 需 要 提 息 续 航 里 程 分 别 超 三 百 三 十 公 里 和 七 百 四 十 公 里,
cosyvoice_full_PCP2_0095,full_sentence,CosyVoice-300M-SFT,PCP2_0095,real_news_000352,confirmed masked,cdrd_polyphone,voltage,650V,六百五十伏,六五零v,,六五零v,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,三 安 光 电 碳 化 硅 芯 片 赋 能 i 算 力 革 命 在 a 的 算 力 爆 炸 时 代 传 统 硅 基 电 源 已 呈 算 力 增 长 瓶 颈 三 安 光 电 凭 借 二 十 余 年 积 电 构 建 起 从 长 晶 到 芯 片 制 造 的 碳 化 硅 全 产 业 链 推 出 覆 盖 六 五 零 v 至 两 千 v 全 电 压 梯 度 产 品 矩 阵 其 碳 化 硅 芯 片 已 成 功 导 入 为 d 技 术 台 达 等 全 球 头 部 电 源 厂 商 供 应 链 并 实 现 稳 定 量 产 显 著 提 升 电 源 效 率 与 功 率 密 度 显 司 坚 持 碳 化 硅 与 淡 化 对 双 技 术 路 线 并 与 依 法 半 导 体 合 作 建 设 八 英 寸 产 线 以 全 链 自 主 可 控 推 动 埃 伏 其 电 源 国 产 化 替 代 进 程,
cosyvoice_full_PCP2_0096,full_sentence,CosyVoice-300M-SFT,PCP2_0096,real_news_000210,confirmed masked,cdrd_polyphone,voltage,900V,九百伏,九零零V,,九零零V,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,百 万 豪 车 溢 价 逻 辑 瓦 解 中 国 品 牌 四 十 万 以 上 市 场 份 额 从 百 分 之 一 点 八 飙 至 百 分 之 四 十 点 九 北 京 车 展 上 中 国 品 牌 高 端 SUV 集 中 亮 相 线 控 转 向 九 零 零 v 高 压 架 构 等 等 万 万 级 术 成 为 标 配 数 据 显 示 自 主 品 牌 在 四 十 万 元 以 上 市 场 份 额 已 从 二 零 二 一 年 的 百 分 之 一 点 八 月 升 至 百 分 之 四 十 点 九 而 宝 马 奔 奔 驰 迪 从 二 零 二 五 年 在 华 销 量 合 计 下 滑 至 一 百 八 十 一 点 八 万 辆 回 到 二 零 一 七 年 平 传 统 豪 车 品 牌 靠 车 标 溢 价 的 逻 辑 正 在 瓦 解 中 国 品 牌 凭 借 硬 核 技 术 和 体 验 设 计 重 新 定 义 豪 华 消 费 者 更 愿 意 为 实 际 体 验 而 非 空 洞 符 号 买 单,
cosyvoice_full_PCP2_0097,full_sentence,CosyVoice-300M-SFT,PCP2_0097,real_news_000259,confirmed masked,cdrd_polyphone,voltage,800V,八百伏,八零零V,,八零零V,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,国 产 三 代 半 导 体 突 围 全 球 市 场 布 局 提 速 二 零 二 六 年 以 来 国 产 第 三 代 半 导 体 企 业 加 速 突 围 从 技 术 追 随 者 转 向 规 则 制 定 者 天 越 先 进 主 导 的 碳 化 硅 国 家 标 准 正 式 发 布 是 蓝 威 八 英 寸 碳 化 硅 产 线 通 现 英 诺 赛 科 氮 化 举 产 品 成 为 过 半 数 英 伟 达 合 作 伙 伴 首 选 国 产 密 集 扩 产 高 端 产 线 华 润 微 扬 洁 科 技 等 加 速 布 局 车 规 集 和 f 五 器 领 域 新 能 源 汽 车 八 零 零 v 平 台 推 动 碳 化 硅 替 代 加 速 i 数 据 中 心 成 为 新 增 长 引 擎 尽 管 面 临 产 能 过 剩 的 挑 战 但 在 技 术 创 新 和 生 态 协 同 驱 动 下 全 球 碳 化 硅 市 场 规 模 预 计 二 零 三 零 年 将 达 两 百 二 十 亿 美 元 国 产 功 率 半 导 体 正 迎 来 高 质 量 发 展 新 周 期,
cosyvoice_full_PCP2_0100,full_sentence,CosyVoice-300M-SFT,PCP2_0100,real_news_000003,confirmed masked,non_cdrd,voltage,420V,四百二十伏,四零零V,,四零零V,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,联 立 SX 一 千 两 百 p 电 源 将 统 一 配 一 百 零 五 摄 氏 度 四 二 零 v 日 系 主 电 容 四 零 零 v 版 用 户 可 免 费 换 新 或 领 五 十 元 补 偿 联 力 官 方 宣 布 SX 一 千 两 百 p 电 源 后 续 将 统 一 配 备 一 百 零 五 摄 氏 度 四 二 零 v 全 日 系 主 电 容 此 前 该 产 品 因 主 电 容 混 用 且 存 在 四 二 零 v 和 四 零 零 v 两 种 耐 压 规 格 引 发 用 户 担 忧 虽 然 联 立 表 示 四 零 零 v 规 格 符 合 性 能 要 求 和 安 全 认 证 但 未 回 应 用 户 期 待 针 对 已 购 买 四 零 零 v 规 格 产 品 的 用 户 推 出 补 偿 方 案 可 免 费 更 换 四 零 零 v 规 格 新 版 电 源 会 领 取 五 十 元 联 立 关 怀 金 申 请 有 效 期 至 二 零 二 六 年 六 月 三 十 日,
cosyvoice_full_PCP2_0101,full_sentence,CosyVoice-300M-SFT,PCP2_0101,real_news_000288,confirmed masked,non_cdrd,voltage,900V,九百伏,九零零v,,九零零v,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,别 克 致 敬 世 家 纯 电 版 曝 光 九 零 零 v 架 构 超 快 充 别 克 致 敬 世 家 纯 电 板 结 照 曝 光 采 用 九 零 零 的 架 构 十 分 钟 可 不 能 超 四 百 公 里 外 观 特 征 包 括 封 闭 格 栅 前 脸 和 新 款 轮 毂 设 计 车 身 尺 寸 为 两 百 分 之 五 千 两 百 六 十 一 分 之 零 八 百 三 十 五 毫 米 轴 距 三 千 一 百 六 十 毫 米 搭 载 前 后 双 电 机 续 航 里 程 六 零 幺 或 六 百 三 十 二 公 里 基 于 奥 特 能 二 点 零 品 牌 打 造 具 备 高 安 全 性 预 计 二 零 二 六 年 上 半 年 发 布 有 望 成 为 首 款 搭 载 九 零 零 v 正 六 c 系 统 的 按 频 v,
